-7.476168823242187500e+01,3.183983230590820312e+01,9.520231628417968750e+01
7.139884185791015625e+01,3.302399063110351562e+01,9.282508850097656250e+01
-8.558586883544921875e+01,1.268856582641601562e+02,-1.053622131347656250e+02
9.044944763183593750e+01,1.265129623413085938e+02,-1.056008987426757812e+02
9.659321594238281250e+01,1.709339904785156250e+02,-6.893737792968750000e+00
9.321561431884765625e+01,1.768720245361328125e+02,-8.046590423583984375e+01
-1.014813842773437500e+02,1.542784729003906250e+02,-6.639599800109863281e+00
-9.619518280029296875e+01,1.768723297119140625e+02,-8.046586608886718750e+01
-9.130141448974609375e+01,5.843775024414062500e+02,2.435266113281250000e+01
-9.760198974609375000e+01,5.967535400390625000e+02,-9.032995605468750000e+01
8.840130615234375000e+01,5.744505004882812500e+02,2.155982208251953125e+01
9.598760986328125000e+01,5.860000610351562500e+02,-9.187346649169921875e+01
-1.489864945411682129e+00,9.262320556640625000e+02,-8.917001724243164062e+00
-1.489892005920410156e+00,1.142330444335937500e+03,6.969482421875000000e+01
-8.294011688232421875e+01,1.372158447265625000e+03,7.148667907714843750e+01
7.996028137207031250e+01,1.372158447265625000e+03,7.148666381835937500e+01
-1.525616607666015625e+02,1.412190307617187500e+03,-5.878175735473632812e+01
1.552955474853515625e+02,1.417819213867187500e+03,-4.859346771240234375e+01
-1.490002036094665527e+00,1.709607299804687500e+03,9.441645812988281250e+01
-1.489999055862426758e+00,1.681109008789062500e+03,7.848551940917968750e+01
-8.038018035888671875e+01,1.728252563476562500e+03,-3.644556045532226562e+01
7.809465026855468750e+01,1.723035278320312500e+03,-4.507542037963867188e+01
-3.284425354003906250e+02,1.270711303710937500e+03,-6.961817932128906250e+01
-3.361880187988281250e+02,1.279159545898437500e+03,-1.036676025390625000e+01
3.318663940429687500e+02,1.264681396484375000e+03,-6.858244323730468750e+01
3.440876770019531250e+02,1.275826293945312500e+03,-9.978670120239257812e+00
-5.351884765625000000e+02,1.009498962402343750e+03,8.083058166503906250e+01
-6.054800415039062500e+02,9.765696411132812500e+02,6.404312896728515625e+01
-6.112343750000000000e+02,9.688139648437500000e+02,4.098715972900390625e+01
-6.106619873046875000e+02,9.727480468750000000e+02,1.556336116790771484e+01
-5.909810791015625000e+02,9.803410644531250000e+02,-8.158175468444824219e+00
5.324565429687500000e+02,1.007257141113281250e+03,8.154573822021484375e+01
6.025002441406250000e+02,9.765695800781250000e+02,6.404286193847656250e+01
6.082547607421875000e+02,9.688140258789062500e+02,4.098703384399414062e+01
6.080324707031250000e+02,9.713317260742187500e+02,1.388802528381347656e+01
5.877250366210937500e+02,9.799872436523437500e+02,-9.407218933105468750e+00
-4.991762390136718750e+02,1.082764282226562500e+03,4.646791934967041016e+00
-5.356341552734375000e+02,1.105464355468750000e+03,9.726882934570312500e+00
4.914769897460937500e+02,1.095285156250000000e+03,5.849743843078613281e+00
5.248472290039062500e+02,1.116568115234375000e+03,5.904055118560791016e+00
7.627983093261718750e+01,1.000279357910156250e+03,-1.344419403076171875e+02
-7.925961303710937500e+01,1.000279357910156250e+03,-1.344420013427734375e+02
1.691544189453125000e+02,1.541721679687500000e+03,-6.176428222656250000e+01
-1.797468566894531250e+02,1.537731933593750000e+03,-6.091629409790039062e+01
