-1.289373626708984375e+02,1.506572341918945312e+01,2.184349365234375000e+02
1.287191162109375000e+02,1.601334190368652344e+01,2.154029846191406250e+02
-1.535941467285156250e+02,2.163729858398437500e+01,-4.505596542358398438e+01
1.535735015869140625e+02,2.287897872924804688e+01,-4.527208709716796875e+01
1.623316192626953125e+02,1.101308212280273438e+02,5.403255081176757812e+01
1.624179382324218750e+02,1.058557510375976562e+02,-2.359846115112304688e+01
-1.615549468994140625e+02,1.224507904052734375e+02,5.125468444824218750e+01
-1.614295654296875000e+02,1.122265167236328125e+02,-2.418396949768066406e+01
-1.433542633056640625e+02,5.737502441406250000e+02,8.360900878906250000e+01
-1.077965087890625000e+02,5.937874755859375000e+02,-2.562542152404785156e+01
1.476059112548828125e+02,5.715722656250000000e+02,8.023635101318359375e+01
1.077965087890625000e+02,5.937874755859375000e+02,-2.562542152404785156e+01
0.000000000000000000e+00,8.973198852539062500e+02,3.543013381958007812e+01
0.000000000000000000e+00,1.118849365234375000e+03,1.351821746826171875e+02
-8.814395904541015625e+01,1.358032226562500000e+03,1.424291381835937500e+02
8.024475860595703125e+01,1.354414794921875000e+03,1.442477569580078125e+02
-1.745236206054687500e+02,1.386034912109375000e+03,2.117010498046875000e+01
1.705805358886718750e+02,1.384726562500000000e+03,2.317509460449218750e+01
-1.273521423339843750e+00,1.659834960937500000e+03,1.791744384765625000e+02
0.000000000000000000e+00,1.630094604492187500e+03,1.612538452148437500e+02
-8.603506469726562500e+01,1.682113037109375000e+03,3.779702377319335938e+01
8.564505767822265625e+01,1.683482421875000000e+03,4.035659027099609375e+01
-2.942102661132812500e+02,1.242292846679687500e+03,-3.023007202148437500e+01
-2.954151306152343750e+02,1.235419311523437500e+03,3.963301849365234375e+01
2.935195617675781250e+02,1.245388427734375000e+03,-3.016642761230468750e+01
2.954151306152343750e+02,1.235419311523437500e+03,3.963301849365234375e+01
-4.474061584472656250e+02,8.937868652343750000e+02,1.249532699584960938e+02
-4.922925720214843750e+02,8.314617309570312500e+02,1.141187744140625000e+02
-4.912329406738281250e+02,8.114226074218750000e+02,7.108892059326171875e+01
-4.824354553222656250e+02,8.138198242187500000e+02,3.143980598449707031e+01
-4.612786865234375000e+02,8.433810424804687500e+02,5.017766475677490234e+00
4.487888183593750000e+02,8.926579589843750000e+02,1.252147903442382812e+02
4.927503967285156250e+02,8.302618408203125000e+02,1.118831939697265625e+02
4.911699829101562500e+02,8.075216674804687500e+02,6.930237579345703125e+01
4.824353332519531250e+02,8.138214721679687500e+02,3.143979835510253906e+01
4.617167358398437500e+02,8.404627075195312500e+02,8.270153999328613281e+00
-4.182203979492187500e+02,9.801111450195312500e+02,4.114522171020507812e+01
-4.568436889648437500e+02,9.894009399414062500e+02,4.177146911621093750e+01
4.184367675781250000e+02,9.845697021484375000e+02,4.460557556152343750e+01
4.544743347167968750e+02,9.939523315429687500e+02,3.861436080932617188e+01
6.987472534179687500e+01,1.002680969238281250e+03,-8.172572326660156250e+01
-6.987472534179687500e+01,1.002680969238281250e+03,-8.172572326660156250e+01
2.150908508300781250e+02,1.516672729492187500e+03,1.139026832580566406e+01
-1.908182220458984375e+02,1.526357788085937500e+03,2.212519943714141846e-02
